%Molecule Name    : Toluene
%Description      :  p-silicalite gcmc final run
%Temperature      :     300.00
%Max Loading/uc   :       8.00
%Number of Points : 4001
%Type of file     :    2
%  Pressure     N         sigma      
%  kpa          mol/uc    ,ol/uc     
  9.900000000000000E-004  0.285638021194561       0.265054880573276     
  1.000000000000000E-003  0.289400000000000       0.267940102769860     
  1.010000000000000E-003  0.292524538584513       0.270836381877626     
  1.020000000000000E-003  0.295651529373536       0.273732660985391     
  1.030000000000000E-003  0.298780950221432       0.276633443585013     
  1.040000000000000E-003  0.301912779395720       0.279534226184635     
  1.050000000000000E-003  0.305046995565464       0.282439432461935     
  1.060000000000000E-003  0.308183577790102       0.285344638739234     
  1.070000000000000E-003  0.311322505508683       0.288254191775262     
  1.080000000000000E-003  0.314463758529498       0.291163744811289     
  1.090000000000000E-003  0.317607317020096       0.294077570425576     
  1.100000000000000E-003  0.320753161497648       0.296991396039863     
  1.110000000000000E-003  0.323901272819660       0.299909422644855     
  1.120000000000000E-003  0.327051632175017       0.302827449249846     
  1.130000000000000E-003  0.330204221075336       0.305749607715539     
  1.140000000000000E-003  0.333359021346621       0.308671766181233     
  1.150000000000000E-003  0.336516015121204       0.311597989709133     
  1.160000000000000E-003  0.339675184829963       0.314524213237033     
  1.170000000000000E-003  0.342836513194803       0.317454437242638     
  1.180000000000000E-003  0.345999983221384       0.320384661248243     
  1.190000000000000E-003  0.349165578192100       0.323318823251347     
  1.200000000000000E-003  0.352333281659281       0.326252985254451     
  1.210000000000000E-003  0.355503077438618       0.329191024776619     
  1.220000000000000E-003  0.358674949602811       0.332129064298787     
  1.230000000000000E-003  0.361848882475406       0.335070922767427     
  1.240000000000000E-003  0.365024860624839       0.338012781236067     
  1.250000000000000E-003  0.368202868858669       0.340958401894577     
  1.260000000000000E-003  0.371382892217982       0.343904022553086     
  1.270000000000000E-003  0.374564915971982       0.346853350376588     
  1.280000000000000E-003  0.377748925612738       0.349802678200091     
  1.290000000000000E-003  0.380934906850101       0.352755659816345     
  1.300000000000000E-003  0.384122845606767       0.355708641432600     
  1.310000000000000E-003  0.387312728013498       0.358665225047683     
  1.320000000000000E-003  0.390504540404476       0.361621808662766     
  1.330000000000000E-003  0.393698269312807       0.364581943991168     
  1.340000000000000E-003  0.396893901466144       0.367542079319570     
  1.350000000000000E-003  0.400091423782450       0.370505717518395     
  1.360000000000000E-003  0.403290823365877       0.373469355717219     
  1.370000000000000E-003  0.406492087502767       0.376436449324168     
  1.380000000000000E-003  0.409695203657767       0.379403542931118     
  1.390000000000000E-003  0.412900159470052       0.382374045806013     
  1.400000000000000E-003  0.416106942749659       0.385344548680909     
  1.410000000000000E-003  0.419315541473918       0.388318415950486     
  1.420000000000000E-003  0.422525943783989       0.391292283220063     
  1.430000000000000E-003  0.425738137981491       0.394269471225816     
  1.440000000000000E-003  0.428952112525218       0.397246659231568     
  1.450000000000000E-003  0.432167856027958       0.400227125480439     
  1.460000000000000E-003  0.435385357253385       0.403207591729309     
  1.470000000000000E-003  0.438604605113041       0.406191294847025     
  1.480000000000000E-003  0.441825588663397       0.409174997964741     
  1.490000000000000E-003  0.445048297102993       0.412161897651629     
  1.500000000000000E-003  0.448272719769649       0.415148797338517     
  1.510000000000000E-003  0.451498846137758       0.418138854327627     
  1.520000000000000E-003  0.454726665815636       0.421128911316737     
  1.530000000000000E-003  0.457956168542955       0.424122087334125     
  1.540000000000000E-003  0.461187344188230       0.427115263351514     
  1.550000000000000E-003  0.464420182746377       0.430111521078558     
  1.560000000000000E-003  0.467654674336328       0.433107778805601     
  1.570000000000000E-003  0.470890809198713       0.436107081843197     
  1.580000000000000E-003  0.474128577693590       0.439106384880794     
  1.590000000000000E-003  0.477367970298239       0.442108697715348     
  1.600000000000000E-003  0.480608977605010       0.445111010549902     
  1.610000000000000E-003  0.483851590319219       0.448116298520974     
  1.620000000000000E-003  0.487095799257099       0.451121586492047     
  1.630000000000000E-003  0.490341595343800       0.454129815761574     
  1.640000000000000E-003  0.493588969611436       0.457138045031101     
  1.650000000000000E-003  0.496837913197181       0.460149182554084     
  1.660000000000000E-003  0.500088417341407       0.463160320077067     
  1.670000000000000E-003  0.503340473385870       0.466174333573649     
  1.680000000000000E-003  0.506594072771934       0.469188347070231     
  1.690000000000000E-003  0.509849207038840       0.472205204999075     
  1.700000000000000E-003  0.513105867822013       0.475222062927919     
  1.710000000000000E-003  0.516364046851411       0.478241734460819     
  1.720000000000000E-003  0.519623735949908       0.481261405993720     
  1.730000000000000E-003  0.522884927031718       0.484283860991368     
  1.740000000000000E-003  0.526147612100850       0.487306315989016     
  1.750000000000000E-003  0.529411783249600       0.490331524977860     
  1.760000000000000E-003  0.532677432657081       0.493356733966703     
  1.770000000000000E-003  0.535944552587778       0.496384668116837     
  1.780000000000000E-003  0.539213135390141       0.499412602266972     
  1.790000000000000E-003  0.542483173495205       0.502443233371007     
  1.800000000000000E-003  0.545754659415244       0.505473864475042     
  1.810000000000000E-003  0.549027585742453       0.508507164927888     
  1.820000000000000E-003  0.552301945147654       0.511540465380734     
  1.830000000000000E-003  0.555577730379039       0.514576408160260     
  1.840000000000000E-003  0.558854934260932       0.517612350939786     
  1.850000000000000E-003  0.562133549692581       0.520650909588303     
  1.860000000000000E-003  0.565413569646972       0.523689468236820     
  1.870000000000000E-003  0.568694987169678       0.526730616843347     
  1.880000000000000E-003  0.571977795377715       0.529771765449874     
  1.890000000000000E-003  0.575261987458442       0.532815478633138     
  1.900000000000000E-003  0.578547556668467       0.535859191816402     
  1.910000000000000E-003  0.581834496332582       0.538905444708548     
  1.920000000000000E-003  0.585122799842726       0.541951697600694     
  1.930000000000000E-003  0.588412460656957       0.545000465831655     
  1.940000000000000E-003  0.591703472298453       0.548049234062616     
  1.950000000000000E-003  0.594995828354535       0.551100493745118     
  1.960000000000000E-003  0.598289522475701       0.554151753427620     
  1.970000000000000E-003  0.601584548374686       0.557205481142784     
  1.980000000000000E-003  0.604880899825541       0.560259208857948     
  1.990000000000000E-003  0.608178570662725       0.563315381641468     
  2.000000000000000E-003  0.611477554780222       0.566371554424987     
  2.010000000000000E-003  0.614777846130669       0.569430149753843     
  2.020000000000000E-003  0.618079438724501       0.572488745082698     
  2.030000000000000E-003  0.621382326629123       0.575549740862391     
  2.040000000000000E-003  0.624686503968081       0.578610736642084     
  2.050000000000000E-003  0.627991964920266       0.581674111194359     
  2.060000000000000E-003  0.631298703719118       0.584737485746635     
  2.070000000000000E-003  0.634606714651858       0.587803217797675     
  2.080000000000000E-003  0.637915992058727       0.590868949848715     
  2.090000000000000E-003  0.641226530332240       0.593937018517772     
  2.100000000000000E-003  0.644538323916459       0.597005087186830     
  2.110000000000000E-003  0.647851367306272       0.600075471975292     
  2.120000000000000E-003  0.651165655046690       0.603145856763755     
  2.130000000000000E-003  0.654481181732159       0.606218537544608     
  2.140000000000000E-003  0.657797942005880       0.609291218325462     
  2.150000000000000E-003  0.661115930559141       0.612366175333145     
  2.160000000000000E-003  0.664435142130670       0.615441132340828     
  2.170000000000000E-003  0.667755571505987       0.618518346161451     
  2.180000000000000E-003  0.671077213516778       0.621595559982073     
  2.190000000000000E-003  0.674400063040273       0.624675011543990     
  2.200000000000000E-003  0.677724114998644       0.627754463105908     
  2.210000000000000E-003  0.681049364358400       0.630836133670628     
  2.220000000000000E-003  0.684375806129811       0.633917804235349     
  2.230000000000000E-003  0.687703435366322       0.637001675388766     
  2.240000000000000E-003  0.691032247163995       0.640085546542182     
  2.250000000000000E-003  0.694362236660949       0.643171600186108     
  2.260000000000000E-003  0.697693399036816       0.646257653830034     
  2.270000000000000E-003  0.701025729512203       0.649345872174034     
  2.280000000000000E-003  0.704359223348167       0.652434090518034     
  2.290000000000000E-003  0.707693875845694       0.655524456071538     
  2.300000000000000E-003  0.711029682345190       0.658614821625042     
  2.310000000000000E-003  0.714366638225982       0.661707317189722     
  2.320000000000000E-003  0.717704738905826       0.664799812754403     
  2.330000000000000E-003  0.721043979840419       0.667894421416818     
  2.340000000000000E-003  0.724384356522928       0.670989030079233     
  2.350000000000000E-003  0.727725864483522       0.674085735203709     
  2.360000000000000E-003  0.731068499288908       0.677182440328185     
  2.370000000000000E-003  0.734412256541883       0.680281225549938     
  2.380000000000000E-003  0.737757131880885       0.683380010771692     
  2.390000000000000E-003  0.741103120979561       0.686480859990181     
  2.400000000000000E-003  0.744450219546332       0.689581709208669     
  2.410000000000000E-003  0.747798423323970       0.692684606581155     
  2.420000000000000E-003  0.751147728089186       0.695787503953641     
  2.430000000000000E-003  0.754498129652215       0.698892433888966     
  2.440000000000000E-003  0.757849623856415       0.701997363824292     
  2.450000000000000E-003  0.761202206577872       0.705104310976855     
  2.460000000000000E-003  0.764555873725007       0.708211258129419     
  2.470000000000000E-003  0.767910621238196       0.711320207393339     
  2.480000000000000E-003  0.771266445089385       0.714429156657260     
  2.490000000000000E-003  0.774623341281728       0.717540093160731     
  2.500000000000000E-003  0.777981305849211       0.720651029664201     
  2.510000000000000E-003  0.781340334856299       0.723763938764017     
  2.520000000000000E-003  0.784700424397576       0.726876847863833     
  2.530000000000000E-003  0.788061570597401       0.729991715140089     
  2.540000000000000E-003  0.791423769609561       0.733106582416345     
  2.550000000000000E-003  0.794787017616931       0.736223393667301     
  2.560000000000000E-003  0.798151310831144       0.739340204918258     
  2.570000000000000E-003  0.801516645492264       0.742458946155357     
  2.580000000000000E-003  0.804883017868457       0.745577687392456     
  2.590000000000000E-003  0.808250424255678       0.748698344835496     
  2.600000000000000E-003  0.811618860977356       0.751819002278537     
  2.610000000000000E-003  0.814988324384085       0.754941562350988     
  2.620000000000000E-003  0.818358810853321       0.758064122423440     
  2.630000000000000E-003  0.821730316789079       0.761188571747903     
  2.640000000000000E-003  0.825102838621644       0.764313021072366     
  2.650000000000000E-003  0.828476372807276       0.767439346466163     
  2.660000000000000E-003  0.831850915827922       0.770565671859959     
  2.670000000000000E-003  0.835226464190941       0.773693860330856     
  2.680000000000000E-003  0.838603014428819       0.776822048801753     
  2.690000000000000E-003  0.841980563098897       0.779952087543809     
  2.700000000000000E-003  0.845359106783103       0.783082126285865     
  2.710000000000000E-003  0.848738642087685       0.786214002675399     
  2.720000000000000E-003  0.852119165642947       0.789345879064932     
  2.730000000000000E-003  0.855500674102994       0.792479580656606     
  2.740000000000000E-003  0.858883164145474       0.795613282248281     
  2.750000000000000E-003  0.862266632471330       0.798748796771300     
  2.760000000000000E-003  0.865651075804550       0.801884311294320     
  2.770000000000000E-003  0.869036490891924       0.805021626648734     
  2.780000000000000E-003  0.872422874502804       0.808158942003149     
  2.790000000000000E-003  0.875810223428868       0.811298046256265     
  2.800000000000000E-003  0.879198534483882       0.814437150509380     
  2.810000000000000E-003  0.882587804503475       0.817578031892265     
  2.820000000000000E-003  0.885978030344908       0.820718913275149     
  2.830000000000000E-003  0.889369208886851       0.823861560179244     
  2.840000000000000E-003  0.892761337029163       0.827004207083338     
  2.850000000000000E-003  0.896154411692671       0.830148608057153     
  2.860000000000000E-003  0.899548429818959       0.833293009030967     
  2.870000000000000E-003  0.902943388370155       0.836439152776876     
  2.880000000000000E-003  0.906339284328718       0.839585296522784     
  2.890000000000000E-003  0.909736114697237       0.842733171893900     
  2.900000000000000E-003  0.913133876498227       0.845881047265016     
  2.910000000000000E-003  0.916532566773922       0.849030643262155     
  2.920000000000000E-003  0.919932182586086       0.852180239259294     
  2.930000000000000E-003  0.923332721015811       0.855331545028020     
  2.940000000000000E-003  0.926734179163328       0.858482850796747     
  2.950000000000000E-003  0.930136554147815       0.861635855624494     
  2.960000000000000E-003  0.933539843107209       0.864788860452241     
  2.970000000000000E-003  0.936944043198024       0.867943553765513     
  2.980000000000000E-003  0.940349151595162       0.871098247078784     
  2.990000000000000E-003  0.943755165491741       0.874254618440427     
  3.000000000000000E-003  0.947162082098912       0.877410989802069     
  3.010000000000000E-003  0.950569898645681       0.880569028908616     
  3.020000000000000E-003  0.953978612378742       0.883727068015162     
  3.030000000000000E-003  0.957388220562303       0.886886764694247     
  3.040000000000000E-003  0.960798720477915       0.890046461373332     
  3.050000000000000E-003  0.964210109424308       0.893207805581170     
  3.060000000000000E-003  0.967622384717228       0.896369149789008     
  3.070000000000000E-003  0.971035543689268       0.899532131607939     
  3.080000000000000E-003  0.974449583689716       0.902695113426869     
  3.090000000000000E-003  0.977864502084391       0.905859723062965     
  3.100000000000000E-003  0.981280296255489       0.909024332699061     
  3.110000000000000E-003  0.984696963601428       0.912190560479795     
  3.120000000000000E-003  0.988114501536694       0.915356788260529     
  3.130000000000000E-003  0.991532907491696       0.918524624632501     
  3.140000000000000E-003  0.994952178912610       0.921692461004472     
  3.150000000000000E-003  0.998372313261238       0.924861896531190     
  3.160000000000000E-003   1.00179330801486       0.928031332057909     
  3.170000000000000E-003   1.00521516066610       0.931202357417631     
  3.180000000000000E-003   1.00863786872275       0.934373382777353     
  3.190000000000000E-003   1.01206142970770       0.937545988760977     
  3.200000000000000E-003   1.01548584115872       0.940718594744601     
  3.210000000000000E-003   1.01891110062838       0.943892772253606     
  3.220000000000000E-003   1.02233720568389       0.947066949762611     
  3.230000000000000E-003   1.02576415390698       0.950242689807054     
  3.240000000000000E-003   1.02919194289374       0.953418429851496     
  3.250000000000000E-003   1.03262057025455       0.956595723548050     
  3.260000000000000E-003   1.03605003361389       0.959773017244604     
  3.270000000000000E-003   1.03948033061024       0.962951855814651     
  3.280000000000000E-003   1.04291145889596       0.966130694384698     
  3.290000000000000E-003   1.04634341613715       0.969311069152461     
  3.300000000000000E-003   1.04977620001355       0.972491443920224     
  3.310000000000000E-003   1.05320980821839       0.975673346310947     
  3.320000000000000E-003   1.05664423845831       0.978855248701671     
  3.330000000000000E-003   1.06007948845320       0.982038670239841     
  3.340000000000000E-003   1.06351555593611       0.985222091778012     
  3.350000000000000E-003   1.06695243865314       0.988407024085624     
  3.360000000000000E-003   1.07039013436329       0.991591956393235     
  3.370000000000000E-003   1.07382864083839       0.994778391188093     
  3.380000000000000E-003   1.07726795586298       0.997964825982951     
  3.390000000000000E-003   1.08070807723415        1.00115275507701     
  3.400000000000000E-003   1.08414900276154        1.00434068417108     
  3.410000000000000E-003   1.08759073026709        1.00753009946884     
  3.420000000000000E-003   1.09103325758508        1.01071951476661     
  3.430000000000000E-003   1.09447658256189        1.01391040826353     
  3.440000000000000E-003   1.09792070305603        1.01710130176045     
  3.450000000000000E-003   1.10136561693790        1.02029366554139     
  3.460000000000000E-003   1.10481132208981        1.02348602932233     
  3.470000000000000E-003   1.10825781640580        1.02667985556005     
  3.480000000000000E-003   1.11170509779157        1.02987368179776     
  3.490000000000000E-003   1.11515316416440        1.03306896275146     
  3.500000000000000E-003   1.11860201345301        1.03626424370515     
  3.510000000000000E-003   1.12205164359751        1.03946097171898     
  3.520000000000000E-003   1.12550205254927        1.04265769973281     
  3.530000000000000E-003   1.12895323827083        1.04585586723453     
  3.540000000000000E-003   1.13240519873585        1.04905403473625     
  3.550000000000000E-003   1.13585793192895        1.05225363423579     
  3.560000000000000E-003   1.13931143584568        1.05545323373533     
  3.570000000000000E-003   1.14276570849240        1.05865425782346     
  3.580000000000000E-003   1.14622074788619        1.06185528191160     
  3.590000000000000E-003   1.14967655205478        1.06505772325864     
  3.600000000000000E-003   1.15313311903644        1.06826016460568     
  3.610000000000000E-003   1.15659044687993        1.07146401596015     
  3.620000000000000E-003   1.16004853364438        1.07466786731463     
  3.630000000000000E-003   1.16350737739921        1.07787312150205     
  3.640000000000000E-003   1.16696697622408        1.08107837568946     
  3.650000000000000E-003   1.17042732820875        1.08428502561106     
  3.660000000000000E-003   1.17388843145308        1.08749167553266     
  3.670000000000000E-003   1.17735028406686        1.09069971416421     
  3.680000000000000E-003   1.18081288416979        1.09390775279576     
  3.690000000000000E-003   1.18427622989139        1.09711717318636     
  3.700000000000000E-003   1.18774031937093        1.10032659357697     
  3.710000000000000E-003   1.19120515075730        1.10353738884792     
  3.720000000000000E-003   1.19467072220901        1.10674818411887     
  3.730000000000000E-003   1.19813703189407        1.10996034746252     
  3.740000000000000E-003   1.20160407798993        1.11317251080617     
  3.750000000000000E-003   1.20507185868338        1.11638603548479     
  3.760000000000000E-003   1.20854037217052        1.11959956016342     
  3.770000000000000E-003   1.21200961665666        1.12281443950816     
  3.780000000000000E-003   1.21547959035625        1.12602931885290     
  3.790000000000000E-003   1.21895029149283        1.12924554626268     
  3.800000000000000E-003   1.22242171829892        1.13246177367246     
  3.810000000000000E-003   1.22589386901599        1.13567934261295     
  3.820000000000000E-003   1.22936674189437        1.13889691155345     
  3.830000000000001E-003   1.23284033519319        1.14211581555606     
  3.840000000000001E-003   1.23631464718033        1.14533471955867     
  3.850000000000000E-003   1.23978967613230        1.14855495221952     
  3.860000000000000E-003   1.24326542033424        1.15177518488037     
  3.870000000000000E-003   1.24674187807981        1.15499673985933     
  3.880000000000000E-003   1.25021904767113        1.15821829483830     
  3.890000000000000E-003   1.25369692741875        1.16144116585803     
  3.900000000000000E-003   1.25717551564155        1.16466403687777     
  3.910000000000000E-003   1.26065481066668        1.16788821772278     
  3.920000000000001E-003   1.26413481082954        1.17111239856780     
  3.930000000000000E-003   1.26761551447365        1.17433788308351     
  3.940000000000000E-003   1.27109691995065        1.17756336759923     
  3.950000000000000E-003   1.27457902562021        1.18079014969110     
  3.960000000000000E-003   1.27806182984997        1.18401693178297     
  3.970000000000000E-003   1.28154533101551        1.18724500541558     
  3.980000000000000E-003   1.28502952750026        1.19047307904818     
  3.990000000000000E-003   1.28851441769543        1.19370243824438     
  4.000000000000000E-003   1.29200000000000        1.19693179744057     
  4.010000000000001E-003   1.29755046467842        1.20016758345482     
  4.020000000000000E-003   1.30311086086346        1.20340336946906     
  4.030000000000001E-003   1.30868118155412        1.20665071663772     
  4.040000000000000E-003   1.31426141977172        1.20989806380639     
  4.050000000000001E-003   1.31985156855975        1.21315695589617     
  4.060000000000000E-003   1.32545162098377        1.21641584798594     
  4.070000000000001E-003   1.33106157013126        1.21968626886631     
  4.080000000000000E-003   1.33668140911152        1.22295668974668     
  4.090000000000001E-003   1.34231113105555        1.22623862338876     
  4.100000000000000E-003   1.34795072911592        1.22952055703084     
  4.110000000000000E-003   1.35360019646661        1.23281398750626     
  4.120000000000000E-003   1.35925952630298        1.23610741798168     
  4.130000000000000E-003   1.36492871184158        1.23941232946145     
  4.140000000000000E-003   1.37060774632004        1.24271724094122     
  4.150000000000000E-003   1.37629662299698        1.24603361769464     
  4.160000000000001E-003   1.38199533515189        1.24934999444806     
  4.170000000000000E-003   1.38770387608499        1.25267782084165     
  4.180000000000001E-003   1.39342223911714        1.25600564723523     
  4.190000000000000E-003   1.39915041758972        1.25934490773164     
  4.200000000000001E-003   1.40488840486454        1.26268416822805     
  4.210000000000000E-003   1.41063619432366        1.26603484738504     
  4.220000000000001E-003   1.41639377936938        1.26938552654203     
  4.230000000000000E-003   1.42216115342403        1.27274760901143     
  4.240000000000001E-003   1.42793830992995        1.27610969148083     
  4.250000000000000E-003   1.43372524234932        1.27948316200750     
  4.260000000000001E-003   1.43952194416407        1.28285663253418     
  4.270000000000000E-003   1.44532840887580        1.28624147595508     
  4.280000000000000E-003   1.45114463000565        1.28962631937597     
  4.290000000000000E-003   1.45697060109418        1.29302252061908     
  4.300000000000000E-003   1.46280631570130        1.29641872186219     
  4.310000000000000E-003   1.46865176740616        1.29982626594562     
  4.320000000000000E-003   1.47450694980702        1.30323381002905     
  4.330000000000001E-003   1.48037185652121        1.30665268206006     
  4.340000000000000E-003   1.48624648118494        1.31007155409106     
  4.350000000000001E-003   1.49213081745328        1.31350173926509     
  4.360000000000000E-003   1.49802485900003        1.31693192443913     
  4.370000000000001E-003   1.50392859951762        1.32037340803893     
  4.380000000000000E-003   1.50984203271702        1.32381489163874     
  4.390000000000001E-003   1.51576515232762        1.32726765903343     
  4.400000000000000E-003   1.52169795209716        1.33072042642812     
  4.410000000000001E-003   1.52764042579166        1.33418446307229     
  4.420000000000000E-003   1.53359256719525        1.33764849971645     
  4.430000000000001E-003   1.53955437011014        1.34112379114926     
  4.440000000000000E-003   1.54552582835650        1.34459908258207     
  4.450000000000000E-003   1.55150693577238        1.34808561442641     
  4.460000000000000E-003   1.55749768621361        1.35157214627076     
  4.470000000000000E-003   1.56349807355370        1.35506990423240     
  4.480000000000000E-003   1.56950809168379        1.35856766219404     
  4.490000000000000E-003   1.57552773451249        1.36207663206073     
  4.500000000000001E-003   1.58155699596586        1.36558560192743     
  4.510000000000000E-003   1.58759586998728        1.36910576956812     
  4.520000000000001E-003   1.59364435053739        1.37262593720881     
  4.530000000000000E-003   1.59970243159397        1.37615728857281     
  4.540000000000001E-003   1.60577010715189        1.37968863993681     
  4.550000000000000E-003   1.61184737122299        1.38323116105295     
  4.560000000000001E-003   1.61793421783601        1.38677368216910     
  4.570000000000000E-003   1.62403064103652        1.39032735914501     
  4.580000000000001E-003   1.63013663488680        1.39388103612091     
  4.590000000000000E-003   1.63625219346581        1.39744585514214     
  4.600000000000001E-003   1.64237731086904        1.40101067416336     
  4.610000000000000E-003   1.64851198120849        1.40458662149267     
  4.620000000000000E-003   1.65465619861255        1.40816256882197     
  4.630000000000000E-003   1.66080995722593        1.41174963079853     
